Customer_ID,Branch,City,Gender,Age,Profession,Account_Type,Account_Balance,Transaction_ID,Transaction_Type,Transaction_Amount,Transaction_Channel,Transaction_Date,Loan_Type,Loan_Amount,Credit_Score,Card_Type,Internet_Banking,Mobile_Banking,Customer_Since_Year,Last_Login_Days_Ago
101392,Chennai,Ghaziabad,Female,54,Salaried,Savings,343332.12,501392,Payment,69667.45,Mobile App,45266,Car Loan,501576.33,786,Credit,Yes,Yes,2005,114
101393,Bangalore,Faridabad,Female,59,Student,Savings,233387.96,501393,Withdrawal,95398.96,Online,44661,None,132077.08,481,None,Yes,No,2009,58
101394,Delhi,Gurgaon,Male,27,Student,Savings,11161.8,501394,Payment,180177.96,ATM,45140,Personal Loan,1943756.31,792,Debit,No,Yes,2016,73
101395,Pune,Mumbai,Male,24,Self-Employed,Salary,154489.21,501395,Deposit,133570.54,Online,44916,Personal Loan,587050.41,396,Debit,Yes,No,2007,118
101396,Bangalore,Faridabad,Male,34,Business,Savings,364033.65,501396,Payment,155775.73,Branch,45054,None,1445049.73,886,Debit,No,Yes,2023,110
101397,Mumbai,Ghaziabad,Female,69,Student,Current,30692.01,501397,Transfer,36062.78,Online,44573,Car Loan,786070.69,753,Credit,No,No,2021,58
101398,Mumbai,Pune,Male,29,Student,Savings,378540.73,501398,Transfer,412.31,Mobile App,45164,Home Loan,1981919.55,519,Debit,No,No,2010,101
101399,Pune,Delhi,Female,54,Self-Employed,Salary,258675.39,501399,Payment,27149.23,Online,45282,None,280727.01,629,Credit,No,No,2012,29
101400,Delhi,Faridabad,Female,54,Student,Current,434025.12,501400,Withdrawal,153639.62,Mobile App,44604,None,748618.17,779,Credit,No,Yes,2021,3
101401,Hyderabad,Delhi,Male,53,Self-Employed,Current,330248.21,501401,Transfer,88821.91,Online,45163,Education Loan,863411.6,356,None,No,No,2014,67
101402,Mumbai,Delhi,Female,24,Salaried,Current,399422.49,501402,Payment,42860.49,Branch,45253,None,1434627.48,693,Debit,Yes,Yes,2016,79
101403,Bangalore,Faridabad,Female,41,Self-Employed,Savings,86580.91,501403,Payment,192378.63,Branch,45304,Car Loan,992014.53,678,Debit,Yes,No,2008,72
101404,Pune,Gurgaon,Female,51,Business,Savings,87284.17,501404,Deposit,97392.88,Online,44563,None,1500627.13,562,Debit,Yes,Yes,2017,21
101405,Hyderabad,Gurgaon,Female,18,Student,Salary,106334.47,501405,Withdrawal,73852.48,ATM,44893,Personal Loan,1682461.2,457,None,No,Yes,2014,99
101406,Delhi,Faridabad,Male,46,Salaried,Current,167322.57,501406,Transfer,195432.14,ATM,45240,Personal Loan,578429.2,716,None,No,Yes,2022,109
101407,Mumbai,Gurgaon,Female,43,Student,Salary,452309.38,501407,Deposit,26803.38,Mobile App,45127,None,1607831.64,431,Credit,Yes,Yes,2010,101
101408,Pune,Noida,Male,27,Student,Salary,387379.43,501408,Transfer,119950.14,Mobile App,45449,Home Loan,983074.56,816,None,Yes,No,2019,42
101409,Mumbai,Delhi,Male,18,Self-Employed,Salary,182956.86,501409,Payment,149827.48,ATM,45241,Education Loan,153072.45,702,None,No,Yes,2015,56
101410,Bangalore,Faridabad,Female,62,Student,Current,459322.01,501410,Transfer,188158.98,Mobile App,45296,None,594053,612,Debit,No,No,2007,111
101411,Mumbai,Mumbai,Male,34,Salaried,Current,389684.04,501411,Withdrawal,166816.67,ATM,44718,Car Loan,1605836.48,694,Debit,No,Yes,2013,31
101412,Pune,Ghaziabad,Female,58,Retired,Salary,328372.66,501412,Withdrawal,57953.01,Online,44633,Home Loan,777836.01,589,None,Yes,No,2005,95
101413,Bangalore,Bangalore,Female,53,Student,Current,218846.81,501413,Withdrawal,52153.92,Mobile App,44832,Car Loan,186526.07,694,None,No,No,2008,61
101414,Chennai,Pune,Male,26,Self-Employed,Savings,326178.29,501414,Deposit,19624.56,Online,44587,Car Loan,1276700.49,466,Debit,Yes,No,2020,59
101415,Pune,Faridabad,Male,56,Business,Current,297021.3,501415,Transfer,33567.25,ATM,44993,Education Loan,1700601.31,890,None,No,Yes,2009,7
101416,Hyderabad,Faridabad,Male,40,Student,Savings,391151.09,501416,Withdrawal,146044.06,Mobile App,45173,Education Loan,265714.05,626,Credit,No,No,2021,112
101417,Bangalore,Delhi,Female,46,Self-Employed,Current,113564.19,501417,Deposit,57920.64,Mobile App,44730,Personal Loan,1086010.76,758,None,No,No,2014,52
101418,Kolkata,Ghaziabad,Male,19,Student,Salary,442903.31,501418,Deposit,88431.41,Mobile App,44809,Car Loan,415525.47,650,Debit,Yes,No,2007,42
101419,Mumbai,Delhi,Male,35,Retired,Salary,296343.12,501419,Deposit,138095.22,Mobile App,44629,None,675519.08,638,None,No,Yes,2017,9
101420,Chennai,Mumbai,Male,45,Retired,Savings,403572.52,501420,Transfer,133023.62,Online,45326,Car Loan,827820.51,440,Debit,Yes,Yes,2022,63
101421,Hyderabad,Pune,Female,64,Salaried,Savings,174304.08,501421,Withdrawal,158652.14,Mobile App,45187,Personal Loan,10443.72,577,None,Yes,No,2017,60
101422,Delhi,Bangalore,Female,59,Retired,Current,196565.21,501422,Transfer,11756.74,Mobile App,45234,Car Loan,711419.09,570,None,Yes,No,2020,33
101423,Kolkata,Bangalore,Male,66,Self-Employed,Savings,468706.78,501423,Deposit,114467.22,Branch,44701,Education Loan,618809.65,637,None,No,Yes,2023,23
101424,Delhi,Gurgaon,Male,24,Retired,Salary,311355.59,501424,Transfer,178449.05,Mobile App,44995,Personal Loan,1336737.59,893,Credit,No,No,2019,5
101425,Pune,Faridabad,Male,28,Self-Employed,Current,159550.87,501425,Withdrawal,74687.45,Mobile App,45062,Home Loan,1760205.38,842,None,Yes,Yes,2019,117
101426,Kolkata,Delhi,Female,24,Student,Savings,41996.63,501426,Payment,38377.29,Branch,44764,Car Loan,210511.28,366,Credit,No,No,2020,11
101427,Chennai,Bangalore,Female,60,Salaried,Salary,217742.06,501427,Deposit,13858.11,ATM,44614,Car Loan,965636.78,526,Credit,No,Yes,2010,19
101428,Hyderabad,Pune,Female,41,Salaried,Salary,424692.33,501428,Transfer,187961.65,Online,45310,Education Loan,553365.66,456,Credit,Yes,Yes,2021,106
101429,Chennai,Mumbai,Female,32,Retired,Current,126464.47,501429,Withdrawal,858.97,ATM,45419,Home Loan,1975032.13,593,None,Yes,No,2016,44
101430,Chennai,Mumbai,Female,48,Business,Current,430283.23,501430,Withdrawal,158422.34,Branch,44739,Car Loan,1560687.75,365,None,Yes,Yes,2017,12
101431,Kolkata,Pune,Male,68,Retired,Current,81661.83,501431,Withdrawal,52969.42,Branch,45103,Car Loan,235714.27,410,Credit,Yes,No,2009,118
101432,Bangalore,Bangalore,Male,36,Business,Current,65836.31,501432,Withdrawal,48564.73,Online,45301,Home Loan,737663.48,698,Debit,Yes,No,2012,11
101433,Hyderabad,Bangalore,Female,27,Retired,Savings,303240.35,501433,Deposit,31592.21,Mobile App,45321,Education Loan,222340.29,466,Debit,Yes,Yes,2005,10
101434,Delhi,Noida,Female,65,Self-Employed,Current,402514.32,501434,Deposit,38836.46,Mobile App,45042,None,1574051.21,615,Credit,No,Yes,2019,106
101435,Bangalore,Faridabad,Male,69,Self-Employed,Savings,390246.41,501435,Payment,102859.17,ATM,44976,Home Loan,974167.51,344,None,No,Yes,2023,101
101436,Bangalore,Mumbai,Male,25,Business,Salary,272260.72,501436,Transfer,175111.9,Branch,45331,Education Loan,1294573.71,897,None,No,Yes,2006,79
101437,Mumbai,Pune,Male,18,Salaried,Current,319707.17,501437,Withdrawal,73567.27,Online,45152,Car Loan,1149753.02,893,None,Yes,Yes,2023,70
101438,Pune,Gurgaon,Male,19,Business,Current,129841.45,501438,Withdrawal,149138.45,Branch,44870,Home Loan,365203.51,591,Debit,No,Yes,2009,29
101439,Delhi,Bangalore,Male,46,Student,Current,276059.23,501439,Deposit,49405.85,Mobile App,45277,Education Loan,25988.35,383,Credit,Yes,No,2010,20
101440,Kolkata,Delhi,Male,59,Salaried,Current,104643.05,501440,Payment,180833.14,Branch,44771,Car Loan,1740453.92,438,None,No,No,2008,103
101441,Pune,Delhi,Male,27,Business,Current,464250.89,501441,Transfer,182794.09,Online,45401,Personal Loan,184704.03,665,Debit,No,No,2014,29
101442,Mumbai,Noida,Male,59,Student,Current,339350.31,501442,Transfer,21740.44,Branch,44916,Education Loan,1582923.02,866,Credit,No,No,2006,106
101443,Mumbai,Gurgaon,Male,26,Student,Current,282757.36,501443,Deposit,167779.56,Online,44745,Education Loan,382949.28,480,None,Yes,No,2022,69
101444,Pune,Mumbai,Male,67,Retired,Savings,124324,501444,Deposit,140408.44,Online,44722,Education Loan,1705547.53,363,None,No,Yes,2014,108
101445,Chennai,Pune,Male,48,Business,Current,205080.12,501445,Deposit,78828.49,Online,44720,Car Loan,1187492.26,323,None,No,No,2005,6
101446,Kolkata,Noida,Female,49,Self-Employed,Current,390328.15,501446,Payment,166971.69,ATM,45013,None,798348.68,874,Debit,Yes,No,2013,43
101447,Bangalore,Mumbai,Female,19,Retired,Current,120464.76,501447,Deposit,180706.17,Mobile App,44840,None,1316704.63,365,Debit,No,No,2008,111
101448,Hyderabad,Mumbai,Female,41,Salaried,Savings,65299.74,501448,Payment,99325.62,Mobile App,44662,Personal Loan,547506.91,607,None,No,Yes,2015,53
101449,Bangalore,Faridabad,Male,54,Self-Employed,Current,154369.47,501449,Deposit,101808.15,Mobile App,45328,Home Loan,837198.33,559,Debit,No,No,2023,119
101450,Bangalore,Ghaziabad,Male,60,Student,Current,397441.4,501450,Deposit,140885.12,Online,44734,Personal Loan,1647501.88,851,Debit,No,Yes,2013,1
101451,Chennai,Pune,Female,23,Salaried,Salary,441674.93,501451,Payment,48919.68,Online,44670,Home Loan,17897.45,466,Credit,Yes,No,2016,26
101452,Bangalore,Mumbai,Female,25,Retired,Current,207767.3,501452,Transfer,15450.53,Branch,45364,Home Loan,467917.01,765,None,No,No,2012,113
101453,Delhi,Delhi,Male,57,Student,Salary,390847.59,501453,Deposit,105783.35,Online,44921,Personal Loan,1482595.92,680,Credit,No,No,2014,17
101454,Bangalore,Mumbai,Male,42,Student,Salary,166779.79,501454,Deposit,64148.61,Online,44934,Personal Loan,1438905.1,508,Debit,Yes,Yes,2019,83
101455,Bangalore,Noida,Male,59,Student,Current,254886.5,501455,Payment,24665.82,ATM,44791,Education Loan,327306.52,734,Debit,No,Yes,2005,32
101456,Delhi,Pune,Female,60,Self-Employed,Current,11072.05,501456,Transfer,28111.11,Online,45266,Car Loan,1965978.62,343,Debit,No,Yes,2008,80
101457,Chennai,Bangalore,Male,68,Retired,Current,356285.94,501457,Transfer,42680.91,Online,45460,None,1352953.49,804,None,Yes,No,2020,66
101458,Mumbai,Mumbai,Male,42,Retired,Salary,359636.76,501458,Payment,67623.44,Online,44571,Home Loan,742748.85,790,Credit,Yes,No,2020,19
101459,Kolkata,Pune,Male,63,Self-Employed,Savings,51001.66,501459,Withdrawal,87423.98,Online,45061,Home Loan,701765.62,516,Debit,Yes,No,2008,95
101460,Chennai,Bangalore,Male,28,Retired,Savings,180043.77,501460,Withdrawal,191317.98,Branch,44783,Education Loan,1045374.11,384,None,No,Yes,2020,119
101461,Bangalore,Bangalore,Female,52,Student,Current,242289.79,501461,Transfer,97098.2,ATM,45195,None,72254.12,339,None,Yes,Yes,2012,101
101462,Mumbai,Delhi,Female,18,Student,Current,387279.12,501462,Deposit,182689.71,Online,44683,Car Loan,1429106.49,701,None,Yes,No,2023,12
101463,Kolkata,Delhi,Male,40,Student,Salary,411979.66,501463,Transfer,109295.82,Mobile App,44845,Education Loan,136806.91,761,Credit,No,Yes,2021,99
101464,Kolkata,Noida,Female,20,Retired,Salary,359860.2,501464,Deposit,31701.09,Online,44641,Car Loan,1306016.18,863,None,Yes,No,2014,40
101465,Kolkata,Delhi,Female,58,Business,Savings,108707.63,501465,Deposit,168602.14,ATM,45077,Home Loan,1603511.37,645,None,Yes,Yes,2008,39
101466,Delhi,Gurgaon,Male,18,Salaried,Salary,178814.02,501466,Deposit,3394.45,Online,44678,None,1810545.75,788,None,Yes,No,2007,103
101467,Delhi,Gurgaon,Female,61,Business,Savings,124404.13,501467,Transfer,112791.02,Mobile App,45441,Home Loan,295264.15,741,None,No,No,2011,16
101468,Mumbai,Ghaziabad,Male,29,Self-Employed,Current,318955.47,501468,Deposit,68428.51,Branch,45438,Education Loan,1490920.63,882,Credit,No,No,2019,85
101469,Bangalore,Pune,Male,55,Business,Savings,324027.44,501469,Transfer,87703.71,Online,45258,Car Loan,1966584.56,557,Credit,No,No,2015,78
101470,Pune,Gurgaon,Female,57,Business,Savings,9068.41,501470,Deposit,159511.87,ATM,44757,Car Loan,135609.17,633,Debit,Yes,No,2006,78
101471,Mumbai,Noida,Male,48,Self-Employed,Current,366123.92,501471,Deposit,1190.77,Online,45096,Home Loan,56453.75,601,Credit,Yes,No,2014,11
101472,Bangalore,Mumbai,Male,46,Business,Savings,115525.73,501472,Transfer,36547.92,ATM,44921,Education Loan,424853.64,819,Debit,Yes,No,2008,7
101473,Chennai,Gurgaon,Male,52,Salaried,Salary,400886.57,501473,Transfer,162552.42,Online,44813,None,410041.9,796,Debit,No,No,2012,85
101474,Pune,Ghaziabad,Male,45,Retired,Salary,416574.47,501474,Payment,109141.87,Online,44995,Personal Loan,638945.24,617,None,No,No,2021,92
101475,Kolkata,Pune,Female,38,Self-Employed,Current,398691.05,501475,Deposit,51737.1,Branch,45152,Education Loan,1847101.92,501,Debit,Yes,No,2021,114
101476,Kolkata,Faridabad,Male,28,Business,Current,204648.4,501476,Payment,99602.41,Branch,44638,None,1366144.08,397,Debit,No,Yes,2005,11
101477,Delhi,Faridabad,Female,43,Student,Salary,174802.82,501477,Deposit,80642.29,Online,45330,None,21428.74,520,Credit,No,Yes,2023,35
101478,Pune,Bangalore,Female,28,Student,Salary,218125.42,501478,Payment,153763.33,ATM,45430,Car Loan,990717.51,571,Credit,No,Yes,2010,8
101479,Chennai,Noida,Female,22,Self-Employed,Salary,264091.1,501479,Payment,151331.9,Mobile App,45097,Personal Loan,1751431.75,332,Debit,Yes,Yes,2020,119
101480,Hyderabad,Ghaziabad,Male,24,Student,Salary,125710.04,501480,Withdrawal,92677,Branch,44989,Personal Loan,1068703.07,497,None,No,No,2013,15
101481,Chennai,Gurgaon,Female,68,Salaried,Savings,465886.56,501481,Transfer,55252.22,Online,45138,Personal Loan,388443.65,344,None,No,No,2021,109
101482,Bangalore,Ghaziabad,Female,48,Business,Salary,252528.42,501482,Withdrawal,2511.66,ATM,44862,Home Loan,1907913.26,518,None,No,Yes,2012,88
101483,Chennai,Delhi,Female,56,Salaried,Current,37525.31,501483,Payment,94567.81,Online,45059,Car Loan,614693.96,364,Debit,No,Yes,2012,13
101484,Pune,Ghaziabad,Female,59,Salaried,Current,498603.84,501484,Withdrawal,118550.28,Online,44926,Education Loan,700167.03,800,Credit,Yes,Yes,2007,33
101485,Pune,Bangalore,Female,25,Retired,Salary,242567.92,501485,Withdrawal,121130.67,Branch,45278,Home Loan,712599.16,548,Credit,No,Yes,2012,101
101486,Delhi,Gurgaon,Female,44,Business,Savings,473547.45,501486,Transfer,173608.62,ATM,45066,Home Loan,789462.02,882,Debit,No,No,2005,89
101487,Bangalore,Noida,Female,38,Self-Employed,Salary,195751.58,501487,Payment,93537.25,Online,44745,Personal Loan,1417525.39,450,Credit,No,No,2006,93
101488,Mumbai,Delhi,Male,47,Student,Salary,113155.64,501488,Deposit,144116.56,Branch,44740,Personal Loan,629084.16,785,Credit,No,No,2006,87
101489,Bangalore,Ghaziabad,Male,31,Retired,Current,368703.17,501489,Deposit,25526.59,ATM,44847,None,930086.15,435,None,No,No,2007,51
101490,Mumbai,Faridabad,Female,18,Salaried,Current,216814.66,501490,Payment,152823.37,ATM,45413,None,526994.15,660,Credit,No,No,2011,83
101491,Hyderabad,Bangalore,Female,62,Student,Savings,440847.85,501491,Transfer,89086.25,Online,45435,Car Loan,1015838.95,468,Debit,No,No,2007,81
101492,Bangalore,Gurgaon,Male,41,Business,Savings,232781.06,501492,Withdrawal,138904.86,Online,45078,Car Loan,1894703.08,615,None,Yes,No,2009,44
101493,Kolkata,Noida,Female,23,Salaried,Savings,169831.99,501493,Transfer,167047,ATM,45398,Education Loan,579188.46,440,Credit,Yes,Yes,2020,81
101494,Hyderabad,Mumbai,Female,23,Salaried,Current,483372.3,501494,Deposit,50871.28,ATM,45447,Home Loan,1632847.86,406,None,Yes,No,2015,46
101495,Mumbai,Bangalore,Male,22,Business,Savings,415356.93,501495,Transfer,133354.18,Branch,44799,Personal Loan,437948.54,580,None,Yes,Yes,2011,84
101496,Delhi,Gurgaon,Female,52,Self-Employed,Salary,103594.05,501496,Withdrawal,24737.36,Mobile App,45320,Personal Loan,289386.27,784,Debit,No,No,2008,18
101497,Hyderabad,Ghaziabad,Female,61,Retired,Salary,244938.76,501497,Transfer,22416.54,ATM,44982,Car Loan,182252.4,571,None,No,Yes,2018,64
101498,Hyderabad,Pune,Female,32,Business,Current,57544.98,501498,Deposit,56789.7,Online,45281,None,1959727.03,338,None,No,Yes,2007,38
101499,Hyderabad,Noida,Female,52,Student,Salary,54764.52,501499,Deposit,26272.76,ATM,44710,Education Loan,1140831.93,758,Debit,Yes,No,2017,110
101500,Mumbai,Faridabad,Male,65,Student,Savings,426846.63,501500,Payment,90639.28,Online,44787,Home Loan,1028540.8,385,None,Yes,Yes,2014,110
101501,Mumbai,Delhi,Female,67,Salaried,Salary,465981.08,501501,Payment,173532.82,Mobile App,45311,Car Loan,14400.27,574,Debit,Yes,Yes,2022,9
101502,Bangalore,Ghaziabad,Female,58,Retired,Savings,369677.5,501502,Payment,14964.39,ATM,45187,None,968584.65,559,None,Yes,Yes,2006,114
101503,Kolkata,Noida,Male,25,Self-Employed,Savings,494629.11,501503,Deposit,72738.22,Online,45399,None,1325426.06,683,None,Yes,Yes,2023,0
101504,Hyderabad,Delhi,Male,60,Self-Employed,Savings,23594.14,501504,Withdrawal,41638.17,Online,45307,Home Loan,819896.4,477,None,No,No,2008,60
101505,Bangalore,Pune,Female,52,Student,Salary,166423.2,501505,Deposit,91805.6,Online,44688,Home Loan,257837.04,483,None,No,Yes,2008,99
101506,Bangalore,Noida,Female,22,Self-Employed,Current,66930.03,501506,Deposit,126891.95,Branch,45143,Car Loan,535396,305,Credit,No,No,2018,71
101507,Kolkata,Mumbai,Female,48,Student,Savings,391227.23,501507,Transfer,170604.37,Online,45296,Home Loan,1428252.48,679,Credit,Yes,Yes,2011,28
101508,Bangalore,Ghaziabad,Female,59,Retired,Salary,445316.1,501508,Payment,4803.7,Mobile App,45207,Personal Loan,950668.35,664,Debit,Yes,Yes,2005,27
101509,Kolkata,Noida,Female,48,Salaried,Current,224112.15,501509,Transfer,113679,Online,45396,None,958610.8,672,None,Yes,Yes,2010,41
101510,Delhi,Faridabad,Female,54,Student,Salary,414773.21,501510,Withdrawal,138006.96,ATM,45322,None,76809.41,557,None,No,Yes,2007,29
101511,Kolkata,Pune,Female,25,Retired,Current,423963.19,501511,Withdrawal,27056.17,Mobile App,44605,Personal Loan,1058645.04,320,None,No,Yes,2008,31
101512,Chennai,Noida,Male,23,Student,Salary,70705.54,501512,Transfer,187526.12,Online,45381,Education Loan,849474.12,893,Credit,Yes,Yes,2019,49
101513,Kolkata,Bangalore,Male,40,Business,Savings,189115.83,501513,Deposit,16281.7,Mobile App,45162,Education Loan,1759246.96,423,Credit,No,No,2021,56
101514,Kolkata,Ghaziabad,Female,33,Student,Salary,94826.09,501514,Transfer,64107.34,ATM,44901,Home Loan,761681.59,433,None,No,Yes,2014,4
101515,Pune,Noida,Female,61,Retired,Current,335355.43,501515,Transfer,47777.75,Mobile App,45300,Car Loan,1218469.17,891,Credit,No,Yes,2016,113
101516,Chennai,Bangalore,Female,66,Self-Employed,Savings,194278.22,501516,Deposit,13653.2,Branch,45010,Education Loan,1871781.16,766,None,Yes,Yes,2021,48
101517,Kolkata,Delhi,Female,25,Student,Savings,334219.63,501517,Payment,140027.17,Branch,44976,Car Loan,1132432.89,872,Debit,No,No,2012,84
101518,Mumbai,Bangalore,Female,21,Salaried,Salary,438062.26,501518,Payment,102303.82,Mobile App,44814,Car Loan,59571.18,796,Debit,No,Yes,2017,99
101519,Pune,Delhi,Female,49,Retired,Savings,206963.42,501519,Payment,85482.27,Online,44628,Education Loan,203177.89,639,Credit,Yes,Yes,2019,31
101520,Bangalore,Pune,Male,66,Self-Employed,Current,485989.96,501520,Transfer,39968.74,Online,45325,Car Loan,1933694.83,820,None,Yes,No,2014,72
101521,Bangalore,Mumbai,Male,20,Retired,Savings,204898.42,501521,Transfer,88628.93,Online,44897,Home Loan,1104197.1,473,Debit,No,Yes,2021,51
101522,Delhi,Gurgaon,Female,67,Student,Current,107653.59,501522,Deposit,180257.97,Online,45023,Personal Loan,378581.38,457,Debit,Yes,No,2020,33
101523,Delhi,Pune,Female,33,Business,Current,265107.14,501523,Payment,71104.91,ATM,45140,Personal Loan,1135516.53,818,Credit,No,Yes,2009,6
101524,Chennai,Mumbai,Female,51,Business,Current,200120.23,501524,Deposit,101800.55,ATM,45207,Home Loan,1914801.84,422,None,No,Yes,2012,50
101525,Mumbai,Pune,Male,30,Salaried,Savings,63375.75,501525,Withdrawal,185742,Branch,45082,Home Loan,89658.07,492,None,No,No,2022,50
101526,Delhi,Gurgaon,Male,50,Salaried,Savings,12572.78,501526,Withdrawal,138275.86,Mobile App,45298,None,1054208.09,573,Debit,No,No,2016,85
101527,Bangalore,Faridabad,Male,39,Self-Employed,Salary,372258.08,501527,Transfer,8467.47,ATM,45050,Personal Loan,272283.43,474,Debit,No,Yes,2017,46
101528,Delhi,Delhi,Female,48,Business,Current,466496.88,501528,Withdrawal,66540.39,Branch,45341,Home Loan,893495.09,620,None,Yes,No,2016,116
101529,Delhi,Gurgaon,Male,41,Student,Current,220796.79,501529,Deposit,195279.3,Online,44627,Education Loan,1309125.16,630,Debit,Yes,Yes,2007,34
101530,Kolkata,Noida,Female,20,Retired,Salary,33638.13,501530,Deposit,173049.28,Branch,45393,Car Loan,918324.44,827,Credit,Yes,No,2007,35
101531,Delhi,Faridabad,Female,50,Retired,Salary,370580.91,501531,Withdrawal,176548.91,ATM,44860,Home Loan,1925606.78,717,Debit,Yes,Yes,2023,11
101532,Chennai,Ghaziabad,Female,47,Business,Current,433668.91,501532,Deposit,186816.12,Mobile App,45439,Education Loan,1169184.67,564,None,Yes,Yes,2014,93
101533,Bangalore,Gurgaon,Female,43,Business,Current,162502.89,501533,Deposit,126747.09,ATM,45005,None,1927199.54,791,Debit,Yes,Yes,2011,4
101534,Chennai,Pune,Male,51,Retired,Salary,111785.62,501534,Transfer,156079.09,Mobile App,44884,Personal Loan,628776.43,431,Debit,No,Yes,2021,70
101535,Pune,Mumbai,Female,68,Self-Employed,Savings,169191.24,501535,Deposit,130737.31,Mobile App,44894,Education Loan,42236.17,615,Debit,No,Yes,2018,108
101536,Chennai,Gurgaon,Female,39,Retired,Salary,454249.31,501536,Transfer,105726.25,Online,44592,Car Loan,309126.68,577,None,Yes,Yes,2013,44
101537,Hyderabad,Mumbai,Male,47,Salaried,Current,209562.6,501537,Deposit,104016.09,Mobile App,44729,Education Loan,143133.51,817,None,Yes,Yes,2007,62
101538,Mumbai,Pune,Female,52,Student,Current,327424.81,501538,Transfer,2692.88,Mobile App,44666,None,1477942.84,311,None,No,Yes,2021,65
101539,Pune,Pune,Female,42,Business,Savings,38103.19,501539,Withdrawal,46447.54,Online,45401,Car Loan,379715.55,752,Debit,Yes,Yes,2020,101
101540,Pune,Mumbai,Female,45,Business,Current,141487.92,501540,Transfer,5898.9,Branch,44583,Personal Loan,1514147.08,445,Debit,No,No,2012,99
101541,Hyderabad,Delhi,Male,50,Self-Employed,Current,114784.91,501541,Deposit,90005.19,Mobile App,45322,Car Loan,1075129.01,524,Debit,Yes,Yes,2020,93
101542,Hyderabad,Faridabad,Female,40,Salaried,Salary,32249.5,501542,Payment,144293.24,ATM,44686,Education Loan,433560.59,683,None,No,Yes,2015,20
101543,Kolkata,Mumbai,Female,43,Retired,Savings,61185.59,501543,Payment,187650.6,ATM,45281,Home Loan,1226883.72,493,None,Yes,No,2014,36
101544,Chennai,Delhi,Male,26,Salaried,Salary,208885.57,501544,Transfer,2815.23,Branch,44980,Home Loan,22913.74,706,Debit,Yes,Yes,2021,73
101545,Mumbai,Delhi,Female,25,Salaried,Savings,279444.42,501545,Transfer,98189.75,Branch,44661,Car Loan,669454.22,791,Credit,No,Yes,2007,103
101546,Bangalore,Mumbai,Female,54,Self-Employed,Current,156647.5,501546,Transfer,139999.99,ATM,45266,Car Loan,1569346.66,853,Credit,Yes,Yes,2009,25
101547,Bangalore,Faridabad,Female,50,Self-Employed,Salary,210331.34,501547,Withdrawal,133473.36,Mobile App,45325,None,1498436.74,460,Credit,No,Yes,2016,84
101548,Mumbai,Noida,Female,32,Retired,Salary,379986.8,501548,Deposit,150601.55,Mobile App,44888,Education Loan,1581371.5,304,None,Yes,Yes,2020,73
101549,Pune,Pune,Male,66,Retired,Salary,124346.23,501549,Transfer,169064.42,Online,44995,Car Loan,1175087.54,842,None,Yes,No,2017,100
101550,Chennai,Gurgaon,Male,64,Student,Savings,18027.07,501550,Payment,182841.07,Branch,45186,Home Loan,1146577.96,552,None,Yes,No,2011,33
101551,Chennai,Delhi,Female,25,Salaried,Current,129237.42,501551,Withdrawal,36162.24,Mobile App,44601,Personal Loan,814735.01,616,Credit,Yes,No,2006,68
101552,Kolkata,Gurgaon,Male,38,Retired,Current,460779.26,501552,Payment,191027.92,Branch,44929,Education Loan,1897073.48,539,Debit,No,No,2023,48
101553,Kolkata,Faridabad,Female,20,Self-Employed,Savings,9994.59,501553,Transfer,161190.85,Mobile App,45404,None,1898972.88,313,Credit,Yes,Yes,2023,57
101554,Hyderabad,Noida,Female,26,Student,Salary,65340.89,501554,Transfer,179992.48,Branch,45084,Education Loan,17385.62,863,Debit,Yes,Yes,2022,0
101555,Bangalore,Bangalore,Male,69,Student,Current,33475.22,501555,Deposit,68713.46,ATM,44602,Home Loan,1924448.23,744,Debit,Yes,No,2007,83
101556,Kolkata,Ghaziabad,Female,31,Self-Employed,Current,189086.55,501556,Withdrawal,199714.71,ATM,44565,Education Loan,1741094.05,308,None,Yes,Yes,2007,81
101557,Mumbai,Pune,Female,55,Retired,Salary,324226.19,501557,Transfer,2538.5,Mobile App,45034,None,1212015.76,673,Credit,Yes,No,2007,116
101558,Bangalore,Pune,Female,44,Self-Employed,Savings,455261.74,501558,Deposit,174151.53,Online,44564,None,649063.29,663,Credit,No,Yes,2008,98
101559,Pune,Noida,Female,37,Retired,Current,397239.28,501559,Transfer,135820.31,Branch,44937,Personal Loan,841512,594,Credit,Yes,Yes,2016,42
101560,Pune,Bangalore,Male,21,Self-Employed,Salary,126102.25,501560,Payment,27641.33,ATM,45403,Education Loan,1696404.59,806,None,Yes,No,2019,24
101561,Chennai,Faridabad,Male,41,Self-Employed,Salary,317785.13,501561,Deposit,166267.87,Branch,44758,Personal Loan,295352.94,532,None,No,No,2023,104
101562,Bangalore,Noida,Male,44,Business,Salary,332258.47,501562,Withdrawal,158671.72,Mobile App,45405,Car Loan,1241621.1,889,Debit,Yes,No,2005,101
101563,Delhi,Pune,Male,29,Retired,Savings,46165.72,501563,Payment,107951.76,Online,44723,Personal Loan,461729.32,364,None,Yes,No,2009,33
101564,Bangalore,Ghaziabad,Male,45,Salaried,Current,214139.99,501564,Payment,126777.92,Online,45149,Car Loan,756354.79,693,None,No,Yes,2023,36
101565,Kolkata,Delhi,Female,52,Business,Savings,156313.72,501565,Withdrawal,25563.42,Mobile App,45126,Car Loan,9992.12,714,Debit,No,No,2023,43
